Detector,DATE,TIME_24,HOUR_24,AUTO_ID,MANUAL_ID,Count,Bat_ID,Distance_m
Bauman_16,7/28/2019,2:01,2,EPTFUS,NA,1,EPTFUS,405
Bauman_16,7/28/2019,23:36,23,LASBOR,NA,1,LASBOR,405
Bauman_16,7/26/2019,4:18,4,LASBOR,NA,1,LASBOR,405
Bauman_16,7/28/2019,22:02,22,LASCIN,NA,1,LASCIN,405
Bauman_16,7/28/2019,22:18,22,LASCIN,NA,1,LASCIN,405
Bauman_16,7/28/2019,22:58,22,LASCIN,NA,1,LASCIN,405
Bauman_16,7/28/2019,3:46,3,LASNOC,NA,1,LASNOC,405
Bauman_16,7/28/2019,22:29,22,NYCHUM,NA,1,NYCHUM,405
Bauman_16,7/28/2019,23:03,23,NYCHUM,NA,1,NYCHUM,405
Bauman_16,7/28/2019,22:30,22,NYCHUM,NA,1,NYCHUM,405
Bauman_16,7/28/2019,23:55,23,NYCHUM,NA,1,NYCHUM,405
Bauman_16,7/28/2019,23:16,23,NYCHUM,NA,1,NYCHUM,405
Bauman_16,7/28/2019,22:18,22,NYCHUM,NA,1,NYCHUM,405
Bauman_16,7/28/2019,22:31,22,NYCHUM,NA,1,NYCHUM,405
Bauman_16,7/26/2019,0:34,0,NoID,NA,1,NoID,405
Bauman_16,7/26/2019,21:12,21,NoID,NA,1,NoID,405
Bauman_16,7/26/2019,21:25,21,NoID,NA,1,NoID,405
Bauman_16,7/26/2019,21:25,21,NoID,NA,1,NoID,405
Bauman_16,7/26/2019,22:05,22,NoID,NA,1,NoID,405
Bauman_16,7/26/2019,22:06,22,NoID,NA,1,NoID,405
Bauman_16,7/26/2019,22:06,22,NoID,NA,1,NoID,405
Bauman_16,7/26/2019,22:10,22,NoID,NA,1,NoID,405
Bauman_16,7/26/2019,22:10,22,NoID,NA,1,NoID,405
Bauman_16,7/26/2019,22:12,22,NoID,NA,1,NoID,405
Bauman_16,7/26/2019,22:32,22,NoID,NA,1,NoID,405
Bauman_16,7/26/2019,22:49,22,NoID,NA,1,NoID,405
Bauman_16,7/27/2019,21:58,21,NoID,NA,1,NoID,405
Bauman_16,7/27/2019,21:58,21,NoID,NA,1,NoID,405
Bauman_16,7/27/2019,21:58,21,NoID,NA,1,NoID,405
Bauman_16,7/27/2019,21:58,21,NoID,NA,1,NoID,405
Bauman_16,7/27/2019,21:58,21,NoID,NA,1,NoID,405
Bauman_16,7/27/2019,21:59,21,NoID,NA,1,NoID,405
Bauman_16,7/27/2019,21:59,21,NoID,NA,1,NoID,405
Bauman_16,7/27/2019,21:59,21,NoID,NA,1,NoID,405
Bauman_16,7/27/2019,21:59,21,NoID,NA,1,NoID,405
Bauman_16,7/27/2019,21:59,21,NoID,NA,1,NoID,405
Bauman_16,7/27/2019,21:59,21,NoID,NA,1,NoID,405
Bauman_16,7/27/2019,22:44,22,NoID,NA,1,NoID,405
Bauman_16,7/27/2019,23:07,23,NoID,NA,1,NoID,405
Bauman_16,7/27/2019,23:11,23,NoID,NA,1,NoID,405
Bauman_16,7/27/2019,23:12,23,NoID,NA,1,NoID,405
Bauman_16,7/27/2019,23:52,23,NoID,NA,1,NoID,405
Bauman_16,7/27/2019,23:52,23,NoID,NA,1,NoID,405
Bauman_16,7/27/2019,23:52,23,NoID,NA,1,NoID,405
Bauman_16,7/27/2019,23:52,23,NoID,NA,1,NoID,405
Bauman_16,7/27/2019,23:53,23,NoID,NA,1,NoID,405
Bauman_16,7/27/2019,23:53,23,NoID,NA,1,NoID,405
Bauman_16,7/27/2019,23:53,23,NoID,NA,1,NoID,405
Bauman_16,7/27/2019,23:54,23,NoID,NA,1,NoID,405
Bauman_16,7/27/2019,23:54,23,NoID,NA,1,NoID,405
Bauman_16,7/27/2019,23:54,23,NoID,NA,1,NoID,405
Bauman_16,7/27/2019,23:55,23,NoID,NA,1,NoID,405
Bauman_16,7/27/2019,23:55,23,NoID,NA,1,NoID,405
Bauman_16,7/27/2019,23:55,23,NoID,NA,1,NoID,405
Bauman_16,7/27/2019,23:55,23,NoID,NA,1,NoID,405
Bauman_16,7/27/2019,23:55,23,NoID,NA,1,NoID,405
Bauman_16,7/27/2019,23:56,23,NoID,NA,1,NoID,405
Bauman_16,7/27/2019,23:56,23,NoID,NA,1,NoID,405
Bauman_16,7/27/2019,23:56,23,NoID,NA,1,NoID,405
Bauman_16,7/27/2019,23:56,23,NoID,NA,1,NoID,405
Bauman_16,7/27/2019,23:58,23,NoID,NA,1,NoID,405
Bauman_16,7/27/2019,23:58,23,NoID,NA,1,NoID,405
Bauman_16,7/28/2019,0:04,0,NoID,NA,1,NoID,405
Bauman_16,7/28/2019,0:05,0,NoID,NA,1,NoID,405
Bauman_16,7/28/2019,4:20,4,NoID,NA,1,NoID,405
Bauman_16,7/28/2019,21:56,21,NoID,NA,1,NoID,405
Bauman_16,7/28/2019,22:20,22,NoID,NA,1,NoID,405
Bauman_16,7/28/2019,23:02,23,NoID,NA,1,NoID,405
Bauman_16,7/28/2019,23:05,23,NoID,NA,1,NoID,405
Bauman_16,7/28/2019,23:09,23,NoID,NA,1,NoID,405
Bauman_17,7/25/2019,22:46,22,EPTFUS,NA,1,EPTFUS,400
Bauman_17,7/27/2019,3:19,3,EPTFUS,NA,1,EPTFUS,400
Bauman_17,7/28/2019,23:44,23,EPTFUS,NA,1,EPTFUS,400
Bauman_17,7/28/2019,23:11,23,EPTFUS,NA,1,EPTFUS,400
Bauman_17,7/27/2019,1:02,1,EPTFUS,NA,1,EPTFUS,400
Bauman_17,7/28/2019,4:09,4,EPTFUS,NA,1,EPTFUS,400
Bauman_17,7/28/2019,23:14,23,EPTFUS,NA,1,EPTFUS,400
Bauman_17,7/28/2019,22:50,22,EPTFUS,NA,1,EPTFUS,400
Bauman_17,7/28/2019,23:48,23,EPTFUS,NA,1,EPTFUS,400
Bauman_17,7/28/2019,23:48,23,EPTFUS,NA,1,EPTFUS,400
Bauman_17,7/26/2019,21:49,21,LASCIN,NA,1,LASCIN,400
Bauman_17,7/27/2019,3:33,3,LASCIN,NA,1,LASCIN,400
Bauman_17,7/27/2019,1:02,1,LASNOC,NA,1,LASNOC,400
Bauman_17,7/28/2019,23:46,23,NYCHUM,NA,1,NYCHUM,400
Bauman_17,7/27/2019,4:01,4,NYCHUM,NA,1,NYCHUM,400
Bauman_17,7/27/2019,0:10,0,NYCHUM,NA,1,NYCHUM,400
Bauman_17,7/26/2019,22:58,22,NYCHUM,NA,1,NYCHUM,400
Bauman_17,7/25/2019,22:08,22,NoID,NA,1,NoID,400
Bauman_17,7/26/2019,1:43,1,NoID,NA,1,NoID,400
Bauman_17,7/26/2019,21:53,21,NoID,NA,1,NoID,400
Bauman_17,7/27/2019,0:15,0,NoID,NA,1,NoID,400
Bauman_17,7/27/2019,2:07,2,NoID,NA,1,NoID,400
Bauman_17,7/27/2019,23:57,23,NoID,NA,1,NoID,400
Bauman_17,7/28/2019,0:27,0,NoID,NA,1,NoID,400
Bauman_17,7/28/2019,1:30,1,NoID,NA,1,NoID,400
Bauman_17,7/28/2019,22:15,22,NoID,NA,1,NoID,400
Bauman_17,7/28/2019,22:57,22,NoID,NA,1,NoID,400
Bauman_17,7/28/2019,23:10,23,NoID,NA,1,NoID,400
Bauman_17,7/28/2019,23:38,23,NoID,NA,1,NoID,400
Bauman_17,7/28/2019,23:49,23,NoID,NA,1,NoID,400
Bauman_17,7/28/2019,23:52,23,NoID,NA,1,NoID,400
Bauman_17,7/28/2019,23:54,23,NoID,NA,1,NoID,400
Bauman_18,7/28/2019,23:44,23,EPTFUS,NA,1,EPTFUS,410
Bauman_18,7/28/2019,23:55,23,EPTFUS,NA,1,EPTFUS,410
Bauman_18,7/28/2019,23:52,23,EPTFUS,NA,1,EPTFUS,410
Bauman_18,7/27/2019,0:54,0,EPTFUS,NA,1,EPTFUS,410
Bauman_18,7/27/2019,2:28,2,EPTFUS,NA,1,EPTFUS,410
Bauman_18,7/28/2019,23:55,23,EPTFUS,NA,1,EPTFUS,410
Bauman_18,7/26/2019,0:14,0,EPTFUS,NA,1,EPTFUS,410
Bauman_18,7/27/2019,2:25,2,LASCIN,Noise,1,Noise,410
Bauman_18,7/28/2019,22:50,22,LASCIN,NA,1,LASCIN,410
Bauman_18,7/28/2019,23:41,23,LASNOC,NA,1,LASNOC,410
Bauman_18,7/27/2019,22:37,22,LASNOC,NA,1,LASNOC,410
Bauman_18,7/26/2019,22:29,22,LASNOC,NA,1,LASNOC,410
Bauman_18,7/28/2019,23:14,23,NYCHUM,NA,1,NYCHUM,410
Bauman_18,7/28/2019,23:27,23,NYCHUM,NA,1,NYCHUM,410
Bauman_18,7/28/2019,0:19,0,NYCHUM,NA,1,NYCHUM,410
Bauman_18,7/27/2019,4:05,4,NYCHUM,NA,1,NYCHUM,410
Bauman_18,7/28/2019,22:01,22,NYCHUM,NA,1,NYCHUM,410
Bauman_18,7/26/2019,4:27,4,NYCHUM,NA,1,NYCHUM,410
Bauman_18,7/27/2019,1:13,1,NYCHUM,NA,1,NYCHUM,410
Bauman_18,7/27/2019,1:13,1,NYCHUM,NA,1,NYCHUM,410
Bauman_18,7/28/2019,22:18,22,NYCHUM,NA,1,NYCHUM,410
Bauman_18,7/26/2019,1:32,1,NoID,NA,1,NoID,410
Bauman_18,7/26/2019,22:29,22,NoID,NA,1,NoID,410
Bauman_18,7/26/2019,23:24,23,NoID,NA,1,NoID,410
Bauman_18,7/27/2019,0:42,0,NoID,NA,1,NoID,410
Bauman_18,7/27/2019,1:01,1,NoID,NA,1,NoID,410
Bauman_18,7/27/2019,1:02,1,NoID,NA,1,NoID,410
Bauman_18,7/27/2019,21:25,21,NoID,NA,1,NoID,410
Bauman_18,7/27/2019,22:26,22,NoID,NA,1,NoID,410
Bauman_18,7/28/2019,1:27,1,NoID,NA,1,NoID,410
Bauman_18,7/28/2019,1:41,1,NoID,NA,1,NoID,410
Bauman_18,7/28/2019,22:16,22,NoID,NA,1,NoID,410
Bauman_18,7/28/2019,22:20,22,NoID,NA,1,NoID,410
Bauman_18,7/27/2019,22:10,22,PERSUB,NA,1,PERSUB,410
Bauman_19,7/27/2019,3:18,3,EPTFUS,NA,1,EPTFUS,437
Bauman_19,7/27/2019,23:39,23,EPTFUS,NA,1,EPTFUS,437
Bauman_19,7/27/2019,22:37,22,EPTFUS,NA,1,EPTFUS,437
Bauman_19,7/28/2019,23:45,23,EPTFUS,NA,1,EPTFUS,437
Bauman_19,7/27/2019,23:39,23,EPTFUS,NA,1,EPTFUS,437
Bauman_19,7/28/2019,23:53,23,EPTFUS,NA,1,EPTFUS,437
Bauman_19,7/28/2019,23:55,23,EPTFUS,NA,1,EPTFUS,437
Bauman_19,7/27/2019,1:01,1,EPTFUS,NA,1,EPTFUS,437
Bauman_19,7/28/2019,23:45,23,EPTFUS,NA,1,EPTFUS,437
Bauman_19,7/27/2019,23:33,23,LASBOR,NA,1,LASBOR,437
Bauman_19,7/27/2019,3:20,3,LASBOR,NA,1,LASBOR,437
Bauman_19,7/28/2019,6:17,6,LASCIN,Noise,1,Noise,437
Bauman_19,7/27/2019,6:30,6,LASCIN,Noise,1,Noise,437
Bauman_19,7/26/2019,6:15,6,LASCIN,Noise,1,Noise,437
Bauman_19,7/27/2019,1:01,1,LASNOC,NA,1,LASNOC,437
Bauman_19,7/28/2019,23:04,23,NYCHUM,NA,1,NYCHUM,437
Bauman_19,7/26/2019,21:52,21,NYCHUM,NA,1,NYCHUM,437
Bauman_19,7/27/2019,23:32,23,NYCHUM,NA,1,NYCHUM,437
Bauman_19,7/27/2019,23:31,23,NYCHUM,NA,1,NYCHUM,437
Bauman_19,7/28/2019,22:28,22,NYCHUM,NA,1,NYCHUM,437
Bauman_19,7/25/2019,21:53,21,NYCHUM,NA,1,NYCHUM,437
Bauman_19,7/25/2019,23:31,23,NoID,NA,1,NoID,437
Bauman_19,7/26/2019,1:32,1,NoID,NA,1,NoID,437
Bauman_19,7/26/2019,2:48,2,NoID,NA,1,NoID,437
Bauman_19,7/26/2019,6:38,6,NoID,NA,1,NoID,437
Bauman_19,7/26/2019,6:39,6,NoID,NA,1,NoID,437
Bauman_19,7/26/2019,6:40,6,NoID,NA,1,NoID,437
Bauman_19,7/26/2019,21:42,21,NoID,NA,1,NoID,437
Bauman_19,7/26/2019,21:57,21,NoID,NA,1,NoID,437
Bauman_19,7/26/2019,22:25,22,NoID,NA,1,NoID,437
Bauman_19,7/27/2019,1:01,1,NoID,NA,1,NoID,437
Bauman_19,7/27/2019,2:19,2,NoID,NA,1,NoID,437
Bauman_19,7/27/2019,22:37,22,NoID,NA,1,NoID,437
Bauman_19,7/27/2019,22:44,22,NoID,NA,1,NoID,437
Bauman_19,7/27/2019,22:44,22,NoID,NA,1,NoID,437
Bauman_19,7/27/2019,23:56,23,NoID,NA,1,NoID,437
Bauman_19,7/28/2019,6:16,6,NoID,NA,1,NoID,437
Bauman_19,7/28/2019,6:18,6,NoID,NA,1,NoID,437
Bauman_19,7/28/2019,23:53,23,NoID,NA,1,NoID,437
Bauman_19,7/28/2019,23:55,23,NoID,NA,1,NoID,437
Bauman_20,7/28/2019,23:45,23,EPTFUS,NA,1,EPTFUS,485
Bauman_20,7/26/2019,22:26,22,EPTFUS,NA,1,EPTFUS,485
Bauman_20,7/26/2019,21:52,21,NYCHUM,NA,1,NYCHUM,485
Bauman_20,7/28/2019,23:49,23,NYCHUM,NA,1,NYCHUM,485
Bauman_20,7/28/2019,22:17,22,NYCHUM,NA,1,NYCHUM,485
Bauman_20,7/26/2019,22:26,22,NoID,NA,1,NoID,485
Bauman_20,7/26/2019,22:26,22,NoID,NA,1,NoID,485
Bauman_20,7/26/2019,23:43,23,NoID,NA,1,NoID,485
Bauman_20,7/26/2019,23:43,23,NoID,NA,1,NoID,485
Bauman_20,7/27/2019,0:53,0,NoID,NA,1,NoID,485
Bauman_20,7/27/2019,21:56,21,NoID,NA,1,NoID,485
Bauman_20,7/28/2019,22:39,22,NoID,NA,1,NoID,485
Bauman_20,7/28/2019,23:09,23,NoID,NA,1,NoID,485
Bauman_20,7/28/2019,23:45,23,NoID,NA,1,NoID,485
Bauman_20,7/28/2019,23:49,23,NoID,NA,1,NoID,485
Bauman_20,7/28/2019,23:53,23,NoID,NA,1,NoID,485
Bauman_20,7/28/2019,23:53,23,NoID,NA,1,NoID,485
Bauman_20,7/28/2019,23:53,23,NoID,NA,1,NoID,485
Bauman_21,7/28/2019,0:29,0,EPTFUS,NA,1,EPTFUS,500
Bauman_21,7/27/2019,2:28,2,EPTFUS,NA,1,EPTFUS,500
Bauman_21,7/27/2019,22:45,22,EPTFUS,NA,1,EPTFUS,500
Bauman_21,7/28/2019,0:29,0,EPTFUS,NA,1,EPTFUS,500
Bauman_21,7/26/2019,1:43,1,EPTFUS,NA,1,EPTFUS,500
Bauman_21,7/28/2019,23:23,23,EPTFUS,NA,1,EPTFUS,500
Bauman_21,7/28/2019,23:17,23,EPTFUS,NA,1,EPTFUS,500
Bauman_21,7/28/2019,23:14,23,EPTFUS,NA,1,EPTFUS,500
Bauman_21,7/27/2019,22:37,22,EPTFUS,NA,1,EPTFUS,500
Bauman_21,7/27/2019,2:39,2,LASBOR,NA,1,LASBOR,500
Bauman_21,7/27/2019,3:33,3,LASCIN,NA,1,LASCIN,500
Bauman_21,7/26/2019,1:43,1,LASCIN,NA,1,LASCIN,500
Bauman_21,7/25/2019,22:08,22,LASNOC,NA,1,LASNOC,500
Bauman_21,7/27/2019,21:38,21,LASNOC,NA,1,LASNOC,500
Bauman_21,7/28/2019,22:40,22,NYCHUM,NA,1,NYCHUM,500
Bauman_21,7/27/2019,22:31,22,NYCHUM,NA,1,NYCHUM,500
Bauman_21,7/26/2019,21:43,21,NYCHUM,NA,1,NYCHUM,500
Bauman_21,7/27/2019,3:47,3,NYCHUM,NA,1,NYCHUM,500
Bauman_21,7/26/2019,5:19,5,NYCHUM,NA,1,NYCHUM,500
Bauman_21,7/26/2019,0:35,0,NYCHUM,NA,1,NYCHUM,500
Bauman_21,7/27/2019,22:38,22,NYCHUM,NA,1,NYCHUM,500
Bauman_21,7/25/2019,23:03,23,NYCHUM,NA,1,NYCHUM,500
Bauman_21,7/28/2019,1:27,1,NYCHUM,NA,1,NYCHUM,500
Bauman_21,7/27/2019,1:09,1,NYCHUM,NA,1,NYCHUM,500
Bauman_21,7/25/2019,21:45,21,NoID,NA,1,NoID,500
Bauman_21,7/26/2019,1:19,1,NoID,NA,1,NoID,500
Bauman_21,7/27/2019,21:38,21,NoID,NA,1,NoID,500
Bauman_21,7/28/2019,1:11,1,NoID,NA,1,NoID,500
Bauman_21,7/28/2019,22:04,22,NoID,NA,1,NoID,500
Bauman_21,7/28/2019,22:14,22,NoID,NA,1,NoID,500
Bauman_21,7/28/2019,22:22,22,NoID,NA,1,NoID,500
Bauman_21,7/28/2019,22:27,22,NoID,NA,1,NoID,500
Bauman_21,7/28/2019,23:19,23,NoID,NA,1,NoID,500
Bauman_21,7/28/2019,23:48,23,NoID,NA,1,NoID,500
Bauman_21,7/28/2019,23:56,23,NoID,NA,1,NoID,500
Bauman_22,7/28/2019,1:40,1,EPTFUS,NA,1,EPTFUS,507
Bauman_22,7/27/2019,2:14,2,EPTFUS,NA,1,EPTFUS,507
Bauman_22,7/27/2019,3:26,3,EPTFUS,NA,1,EPTFUS,507
Bauman_22,7/28/2019,1:41,1,EPTFUS,NA,1,EPTFUS,507
Bauman_22,7/26/2019,22:06,22,EPTFUS,NA,1,EPTFUS,507
Bauman_22,7/25/2019,22:45,22,EPTFUS,NA,1,EPTFUS,507
Bauman_22,7/27/2019,3:06,3,EPTFUS,NA,1,EPTFUS,507
Bauman_22,7/28/2019,23:48,23,EPTFUS,NA,1,EPTFUS,507
Bauman_22,7/26/2019,0:14,0,EPTFUS,NA,1,EPTFUS,507
Bauman_22,7/28/2019,22:57,22,EPTFUS,NA,1,EPTFUS,507
Bauman_22,7/26/2019,23:43,23,LASBOR,NA,1,LASBOR,507
Bauman_22,7/27/2019,2:07,2,LASBOR,NA,1,LASBOR,507
Bauman_22,7/27/2019,2:30,2,LASBOR,NA,1,LASBOR,507
Bauman_22,7/27/2019,21:36,21,LASCIN,NA,1,LASCIN,507
Bauman_22,7/26/2019,1:32,1,LASCIN,NA,1,LASCIN,507
Bauman_22,7/28/2019,23:10,23,LASNOC,NA,1,LASNOC,507
Bauman_22,7/28/2019,22:33,22,NYCHUM,NA,1,NYCHUM,507
Bauman_22,7/27/2019,2:34,2,NYCHUM,NA,1,NYCHUM,507
Bauman_22,7/28/2019,23:05,23,NYCHUM,NA,1,NYCHUM,507
Bauman_22,7/28/2019,22:43,22,NYCHUM,NA,1,NYCHUM,507
Bauman_22,7/28/2019,22:31,22,NYCHUM,NA,1,NYCHUM,507
Bauman_22,7/28/2019,22:06,22,NYCHUM,NA,1,NYCHUM,507
Bauman_22,7/26/2019,23:25,23,NYCHUM,NA,1,NYCHUM,507
Bauman_22,7/27/2019,21:55,21,NYCHUM,NA,1,NYCHUM,507
Bauman_22,7/28/2019,2:43,2,NYCHUM,NA,1,NYCHUM,507
Bauman_22,7/26/2019,1:32,1,NoID,NA,1,NoID,507
Bauman_22,7/26/2019,21:31,21,NoID,NA,1,NoID,507
Bauman_22,7/26/2019,22:28,22,NoID,NA,1,NoID,507
Bauman_22,7/26/2019,22:28,22,NoID,NA,1,NoID,507
Bauman_22,7/26/2019,22:50,22,NoID,NA,1,NoID,507
Bauman_22,7/27/2019,0:42,0,NoID,NA,1,NoID,507
Bauman_22,7/27/2019,3:51,3,NoID,NA,1,NoID,507
Bauman_22,7/28/2019,22:24,22,NoID,NA,1,NoID,507
Bauman_22,7/28/2019,22:39,22,NoID,NA,1,NoID,507
Bauman_22,7/28/2019,23:17,23,NoID,NA,1,NoID,507
Bauman_22,7/28/2019,23:41,23,NoID,NA,1,NoID,507
Bauman_23,7/26/2019,23:43,23,EPTFUS,NA,1,EPTFUS,530
Bauman_23,7/26/2019,23:17,23,EPTFUS,NA,1,EPTFUS,530
Bauman_23,7/28/2019,22:57,22,EPTFUS,NA,1,EPTFUS,530
Bauman_23,7/26/2019,22:25,22,EPTFUS,NA,1,EPTFUS,530
Bauman_23,7/28/2019,23:10,23,EPTFUS,NA,1,EPTFUS,530
Bauman_23,7/26/2019,1:32,1,EPTFUS,NA,1,EPTFUS,530
Bauman_23,7/28/2019,23:11,23,NYCHUM,NA,1,NYCHUM,530
Bauman_23,7/26/2019,22:16,22,NYCHUM,NA,1,NYCHUM,530
Bauman_23,7/28/2019,23:48,23,NYCHUM,NA,1,NYCHUM,530
Bauman_23,7/27/2019,23:11,23,NYCHUM,NA,1,NYCHUM,530
Bauman_23,7/28/2019,23:11,23,NYCHUM,NA,1,NYCHUM,530
Bauman_23,7/28/2019,23:03,23,NYCHUM,NA,1,NYCHUM,530
Bauman_23,7/28/2019,22:43,22,NYCHUM,NA,1,NYCHUM,530
Bauman_23,7/28/2019,21:50,21,NYCHUM,NA,1,NYCHUM,530
Bauman_23,7/27/2019,22:39,22,NYCHUM,NA,1,NYCHUM,530
Bauman_23,7/27/2019,2:31,2,NYCHUM,NA,1,NYCHUM,530
Bauman_23,7/25/2019,22:47,22,NYCHUM,NA,1,NYCHUM,530
Bauman_23,7/27/2019,0:55,0,NYCHUM,NA,1,NYCHUM,530
Bauman_23,7/28/2019,0:19,0,NYCHUM,NA,1,NYCHUM,530
Bauman_23,7/26/2019,21:56,21,NoID,NA,1,NoID,530
Bauman_23,7/26/2019,23:54,23,NoID,NA,1,NoID,530
Bauman_23,7/27/2019,22:46,22,NoID,NA,1,NoID,530
Bauman_23,7/28/2019,0:48,0,NoID,NA,1,NoID,530
Bauman_23,7/28/2019,22:01,22,NoID,NA,1,NoID,530
Bauman_23,7/28/2019,23:57,23,NoID,NA,1,NoID,530
Bauman_23,7/25/2019,22:25,22,PERSUB,NA,1,PERSUB,530
Bauman_24,7/28/2019,22:03,22,EPTFUS,NA,1,EPTFUS,570
Bauman_24,7/28/2019,23:30,23,EPTFUS,NA,1,EPTFUS,570
Bauman_24,7/28/2019,22:57,22,EPTFUS,NA,1,EPTFUS,570
Bauman_24,7/27/2019,1:50,1,EPTFUS,NA,1,EPTFUS,570
Bauman_24,7/27/2019,2:05,2,LASBOR,NA,1,LASBOR,570
Bauman_24,7/27/2019,21:18,21,LASCIN,Noise,1,Noise,570
Bauman_24,7/25/2019,23:31,23,LASCIN,NA,1,LASCIN,570
Bauman_24,7/28/2019,22:03,22,LASCIN,NA,1,LASCIN,570
Bauman_24,7/25/2019,23:31,23,LASCIN,NA,1,LASCIN,570
Bauman_24,7/26/2019,21:49,21,LASCIN,NA,1,LASCIN,570
Bauman_24,7/27/2019,23:31,23,NYCHUM,NA,1,NYCHUM,570
Bauman_24,7/26/2019,21:58,21,NYCHUM,NA,1,NYCHUM,570
Bauman_24,7/28/2019,23:57,23,NYCHUM,NA,1,NYCHUM,570
Bauman_24,7/27/2019,5:28,5,NYCHUM,NA,1,NYCHUM,570
Bauman_24,7/28/2019,23:11,23,NYCHUM,NA,1,NYCHUM,570
Bauman_24,7/28/2019,23:08,23,NYCHUM,NA,1,NYCHUM,570
Bauman_24,7/26/2019,4:18,4,NYCHUM,NA,1,NYCHUM,570
Bauman_24,7/28/2019,22:29,22,NYCHUM,NA,1,NYCHUM,570
Bauman_24,7/28/2019,23:12,23,NYCHUM,NA,1,NYCHUM,570
Bauman_24,7/25/2019,23:48,23,NoID,NA,1,NoID,570
Bauman_24,7/25/2019,23:55,23,NoID,NA,1,NoID,570
Bauman_24,7/26/2019,23:20,23,NoID,NA,1,NoID,570
Bauman_24,7/26/2019,23:53,23,NoID,NA,1,NoID,570
Bauman_24,7/27/2019,1:07,1,NoID,NA,1,NoID,570
Bauman_24,7/27/2019,2:09,2,NoID,NA,1,NoID,570
Bauman_24,7/27/2019,5:56,5,NoID,NA,1,NoID,570
Bauman_24,7/27/2019,5:56,5,NoID,NA,1,NoID,570
Bauman_24,7/27/2019,5:56,5,NoID,NA,1,NoID,570
Bauman_24,7/27/2019,5:56,5,NoID,NA,1,NoID,570
Bauman_24,7/27/2019,5:57,5,NoID,NA,1,NoID,570
Bauman_24,7/28/2019,21:31,21,NoID,NA,1,NoID,570
Bauman_24,7/28/2019,22:27,22,NoID,NA,1,NoID,570
Bauman_24,7/28/2019,22:41,22,NoID,NA,1,NoID,570
Bauman_24,7/28/2019,23:36,23,NoID,NA,1,NoID,570
